section,category,metric,type,date,value
Vaccine Administration,Administration,Daily,Janssen,2021-01-12,0
Vaccine Administration,Administration,Daily,Moderna,2021-01-12,8794
Vaccine Administration,Administration,Daily,Pfizer,2021-01-12,9530
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-01-12,6
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-01-13,299217
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-01-13,2
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-01-13,142053
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-01-13,157052
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-01-13,78
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-01-13,21174
Vaccine Administration,Administration,Daily,Janssen,2021-01-13,0
Vaccine Administration,Administration,Daily,Moderna,2021-01-13,11328
Vaccine Administration,Administration,Daily,Pfizer,2021-01-13,9831
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-01-13,16
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-01-14,319136
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-01-14,2
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-01-14,152357
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-01-14,166663
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-01-14,82
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-01-14,19919
Vaccine Administration,Administration,Daily,Janssen,2021-01-14,0
Vaccine Administration,Administration,Daily,Moderna,2021-01-14,10304
Vaccine Administration,Administration,Daily,Pfizer,2021-01-14,9611
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-01-14,4
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-01-15,338981
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-01-15,2
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-01-15,162511
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-01-15,176347
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-01-15,88
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-01-15,19845
Vaccine Administration,Administration,Daily,Janssen,2021-01-15,0
Vaccine Administration,Administration,Daily,Moderna,2021-01-15,10154
Vaccine Administration,Administration,Daily,Pfizer,2021-01-15,9684
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-01-15,6
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-01-16,350576
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-01-16,2
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-01-16,168436
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-01-16,182015
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-01-16,90
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-01-16,11595
Vaccine Administration,Administration,Daily,Janssen,2021-01-16,0
Vaccine Administration,Administration,Daily,Moderna,2021-01-16,5925
Vaccine Administration,Administration,Daily,Pfizer,2021-01-16,5668
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-01-16,2
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-01-17,354557
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-01-17,2
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-01-17,170672
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-01-17,183755
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-01-17,95
Vaccine Administration,Administration,Cumulative Weekly,All COVID Vaccines,2021-01-17,480646
Vaccine Administration,Administration,Cumulative Weekly,Janssen,2021-01-17,4
Vaccine Administration,Administration,Cumulative Weekly,Moderna,2021-01-17,238446
Vaccine Administration,Administration,Cumulative Weekly,Pfizer,2021-01-17,242015
Vaccine Administration,Administration,Cumulative Weekly,Unspecified COVID Vaccine,2021-01-17,128
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-01-17,3981
Vaccine Administration,Administration,Daily,Janssen,2021-01-17,0
Vaccine Administration,Administration,Daily,Moderna,2021-01-17,2236
Vaccine Administration,Administration,Daily,Pfizer,2021-01-17,1740
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-01-17,5
Vaccine Administration,Administration,Weekly,All COVID Vaccines,2021-01-17,130055
Vaccine Administration,Administration,Weekly,Janssen,2021-01-17,2
Vaccine Administration,Administration,Weekly,Moderna,2021-01-17,70010
Vaccine Administration,Administration,Weekly,Pfizer,2021-01-17,60000
Vaccine Administration,Administration,Weekly,Unspecified COVID Vaccine,2021-01-17,38
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,2021-01-17,623450
Vaccine Administration,Distribution,Cumulative Weekly,Janssen,2021-01-17,0
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,2021-01-17,391400
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,2021-01-17,232050
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,2021-01-17,106025
Vaccine Administration,Distribution,Weekly,Janssen,2021-01-17,0
Vaccine Administration,Distribution,Weekly,Moderna,2021-01-17,68000
Vaccine Administration,Distribution,Weekly,Pfizer,2021-01-17,38025
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-01-18,365243
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-01-18,2
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-01-18,175632
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-01-18,189481
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-01-18,95
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-01-18,10686
Vaccine Administration,Administration,Daily,Janssen,2021-01-18,0
Vaccine Administration,Administration,Daily,Moderna,2021-01-18,4960
Vaccine Administration,Administration,Daily,Pfizer,2021-01-18,5726
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-01-18,0
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-01-19,381245
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-01-19,2
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-01-19,183338
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-01-19,197768
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-01-19,104
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-01-19,16002
Vaccine Administration,Administration,Daily,Janssen,2021-01-19,0
Vaccine Administration,Administration,Daily,Moderna,2021-01-19,7706
Vaccine Administration,Administration,Daily,Pfizer,2021-01-19,8287
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-01-19,9
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-01-20,406992
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-01-20,3
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-01-20,199390
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-01-20,207453
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-01-20,112
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-01-20,25747
Vaccine Administration,Administration,Daily,Janssen,2021-01-20,1
Vaccine Administration,Administration,Daily,Moderna,2021-01-20,16052
Vaccine Administration,Administration,Daily,Pfizer,2021-01-20,9685
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-01-20,8
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-01-21,436326
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-01-21,4
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-01-21,215114
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-01-21,221058
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-01-21,115
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-01-21,29334
Vaccine Administration,Administration,Daily,Janssen,2021-01-21,1
Vaccine Administration,Administration,Daily,Moderna,2021-01-21,15724
Vaccine Administration,Administration,Daily,Pfizer,2021-01-21,13605
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-01-21,3
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-01-22,464413
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-01-22,4
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-01-22,230075
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-01-22,234175
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-01-22,127
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-01-22,28087
Vaccine Administration,Administration,Daily,Janssen,2021-01-22,0
Vaccine Administration,Administration,Daily,Moderna,2021-01-22,14961
Vaccine Administration,Administration,Daily,Pfizer,2021-01-22,13117
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-01-22,12
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-01-23,480624
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-01-23,4
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-01-23,238446
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-01-23,242015
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-01-23,128
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-01-23,16211
Vaccine Administration,Administration,Daily,Janssen,2021-01-23,0
Vaccine Administration,Administration,Daily,Moderna,2021-01-23,8371
Vaccine Administration,Administration,Daily,Pfizer,2021-01-23,7840
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-01-23,1
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-01-24,487407
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-01-24,4
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-01-24,241943
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-01-24,245296
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-01-24,133
Vaccine Administration,Administration,Cumulative Weekly,All COVID Vaccines,2021-01-24,617678
Vaccine Administration,Administration,Cumulative Weekly,Janssen,2021-01-24,4
Vaccine Administration,Administration,Cumulative Weekly,Moderna,2021-01-24,317589
Vaccine Administration,Administration,Cumulative Weekly,Pfizer,2021-01-24,299856
Vaccine Administration,Administration,Cumulative Weekly,Unspecified COVID Vaccine,2021-01-24,174
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-01-24,6783
Vaccine Administration,Administration,Daily,Janssen,2021-01-24,0
Vaccine Administration,Administration,Daily,Moderna,2021-01-24,3497
Vaccine Administration,Administration,Daily,Pfizer,2021-01-24,3281
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-01-24,5
Vaccine Administration,Administration,Weekly,All COVID Vaccines,2021-01-24,137032
Vaccine Administration,Administration,Weekly,Janssen,2021-01-24,0
Vaccine Administration,Administration,Weekly,Moderna,2021-01-24,79143
Vaccine Administration,Administration,Weekly,Pfizer,2021-01-24,57841
Vaccine Administration,Administration,Weekly,Unspecified COVID Vaccine,2021-01-24,46
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,2021-01-24,760950
Vaccine Administration,Distribution,Cumulative Weekly,Janssen,2021-01-24,0
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,2021-01-24,466500
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,2021-01-24,294450
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,2021-01-24,137500
Vaccine Administration,Distribution,Weekly,Janssen,2021-01-24,0
Vaccine Administration,Distribution,Weekly,Moderna,2021-01-24,75100
Vaccine Administration,Distribution,Weekly,Pfizer,2021-01-24,62400
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-01-25,505396
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-01-25,4
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-01-25,255341
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-01-25,249883
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-01-25,138
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-01-25,17989
Vaccine Administration,Administration,Daily,Janssen,2021-01-25,0
Vaccine Administration,Administration,Daily,Moderna,2021-01-25,13398
Vaccine Administration,Administration,Daily,Pfizer,2021-01-25,4587
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-01-25,5
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-01-26,524492
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-01-26,4
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-01-26,269170
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-01-26,255144
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-01-26,143
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-01-26,19096
Vaccine Administration,Administration,Daily,Janssen,2021-01-26,0
Vaccine Administration,Administration,Daily,Moderna,2021-01-26,13829
Vaccine Administration,Administration,Daily,Pfizer,2021-01-26,5261
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-01-26,5
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-01-27,550815
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-01-27,4
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-01-27,285717
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-01-27,264917
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-01-27,145
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-01-27,26323
Vaccine Administration,Administration,Daily,Janssen,2021-01-27,0
Vaccine Administration,Administration,Daily,Moderna,2021-01-27,16547
Vaccine Administration,Administration,Daily,Pfizer,2021-01-27,9773
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-01-27,2
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-01-28,574125
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-01-28,4
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-01-28,300647
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-01-28,273293
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-01-28,152
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-01-28,23310
Vaccine Administration,Administration,Daily,Janssen,2021-01-28,0
Vaccine Administration,Administration,Daily,Moderna,2021-01-28,14930
Vaccine Administration,Administration,Daily,Pfizer,2021-01-28,8376
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-01-28,7
